text,label,label_id
"View ấn tượng, phong cảnh xịn, đáng đi lắm!",POS,2
"Địa điểm tuyệt vời, nhân viên vui vẻ.",POS,2
"Tương đối ok, tạm chấp nhận.",NEU,1
"Giá hơi chát, còn lại ok.",NEU,1
"Khá thích, nhân viên vui vẻ.",POS,2
"wc hôi, chán, không recommend!",NEG,0
tiện nghi đầy đủ nhưng chát.,NEU,1
"Giá cao, dở, thất vọng!",NEG,0
"Khá ok, không quá hay.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Dù ồn ào, cảnh vẫn mê.",NEU,1
"Không xấu lắm, cũng được.",NEU,1
"Không xấu lắm, cũng được.",NEU,1
"Tương đối xịn, tạm chấp nhận.",NEU,1
"bẩn quá, thất vọng, không recommend!",NEG,0
"View đỉnh, nhưng dịch vụ tệ.",NEU,1
"Dịch vụ dở, không nhiệt tình, không bao giờ quay lại!",NEG,0
Khá ổn,NEU,1
"nhân viên vui vẻ, nhưng chán.",NEU,1
"Tương đối thơ mộng, tạm chấp nhận.",NEU,1
"Khá dở, không đáng tiền.",NEG,0
"Cũng không xấu, ok.",NEU,1
"Địa điểm tuyệt vời, hỗ trợ nhiệt tình, rất recommend!",POS,2
"hỗ trợ nhiệt tình, nhưng chán.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Địa điểm xuất sắc, nhân viên thân thiện, rất recommend!",POS,2
"View thích, phong cảnh đẹp, đáng đi lắm!",POS,2
"Địa điểm xuất sắc, nhân viên vui vẻ.",POS,2
Cảnh thích nhưng dở.,NEU,1
"Mặc dù không đáng tiền, nhưng thơ mộng.",NEU,1
"tiện nghi đầy đủ, thơ mộng.",POS,2
"phòng rộng rãi, hay.",POS,2
"Cũng không tồi, ok.",NEU,1
"tệ, chen chúc.",NEG,0
"View thích, đáng để ghé thăm.",POS,2
"bẩn, ồn ào.",NEG,0
"Địa điểm đỉnh, nhân viên thân thiện.",POS,2
Giá đắt nhưng đáng tiền,POS,2
"Giá chát, kém, thất vọng!",NEG,0
"Dịch vụ thất vọng, phục vụ chậm, không bao giờ quay lại!",NEG,0
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Cũng tệ, không recommend.",NEG,0
"phục vụ tốt, nhưng kém.",NEU,1
"Dịch vụ tồi, dịch vụ tệ, không bao giờ quay lại!",NEG,0
ấn tượng nhưng ồn ào.,NEU,1
"Hơi kém, nhân viên thái độ kém.",NEG,0
Không hay,NEG,0
"Dịch vụ tồi, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Khá thất vọng, không đáng tiền.",NEG,0
"Khá ok, không quá đỉnh.",NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
"View hay, đáng để ghé thăm.",POS,2
"Cũng ấn tượng, recommend.",POS,2
Bình thường,NEU,1
Cũng đẹp,NEU,1
"Cũng đỉnh, recommend.",POS,2
"Cũng không tệ, ok.",NEU,1
"Cũng ấn tượng, recommend.",POS,2
"Hơi chờ lâu, nhưng chấp nhận được.",NEU,1
"Khá ok, nhân viên thân thiện.",POS,2
"Hơi bẩn, nhân viên thái độ kém.",NEG,0
"Không kém lắm, cũng được.",NEU,1
"mùi khó chịu, tồi, không recommend!",NEG,0
"phòng sạch sẽ, tốt.",POS,2
"Cũng tuyệt vời, recommend.",POS,2
"Tạm ổn, bình thường.",NEU,1
"Địa điểm lãng mạn, phục vụ tốt, rất recommend!",POS,2
"Cũng ổn, recommend.",POS,2
Hơi đắt,NEU,1
"phòng sạch sẽ, hay.",POS,2
"Địa điểm thơ mộng, nhân viên thân thiện.",POS,2
"đông quá, nhân viên cộc lốc, kém!",NEG,0
"Khá ấn tượng, dịch vụ chuyên nghiệp.",POS,2
"Địa điểm tuyệt vời, phục vụ tốt.",POS,2
"Khá hay, nhân viên vui vẻ.",POS,2
"Dù đông quá, cảnh vẫn ấn tượng.",NEU,1
"Hơi bẩn, nhân viên cộc lốc.",NEG,0
Rẻ nhưng dở,NEU,1
Không dở lắm,NEU,1
"rác nhiều, xấu, không recommend!",NEG,0
"nhân viên cộc lốc, chán.",NEG,0
"Khá mê, nhân viên vui vẻ.",POS,2
"View thích, phong cảnh thích, đáng đi lắm!",POS,2
"phục vụ tốt, nhưng chán.",NEU,1
"Địa điểm xịn, dịch vụ chuyên nghiệp.",POS,2
"Tuyệt vời! mê, mê, 10 điểm!",POS,2
"Dịch vụ bẩn, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Cũng chán, không recommend.",NEG,0
"rác nhiều, bẩn, không recommend!",NEG,0
"Không quá dở, tạm ổn.",NEU,1
"phòng rộng rãi, xuất sắc.",POS,2
"phục vụ chậm, dở.",NEG,0
"Quá thất vọng, không nhiệt tình, phí tiền!",NEG,0
"phòng rộng rãi, đẹp.",POS,2
View đẹp nhưng xa,NEU,1
"View mê, nhưng dịch vụ tệ.",NEU,1
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Tương đối ổn, tạm chấp nhận.",NEU,1
"Giá hơi không đáng tiền, còn lại ok.",NEU,1
"Hơi xấu, dịch vụ tệ.",NEG,0
"View xịn, phong cảnh ok, đáng đi lắm!",POS,2
"View đẹp, đáng để ghé thăm.",POS,2
"Tương đối ấn tượng, tạm chấp nhận.",NEU,1
"thất vọng, chen chúc.",NEG,0
"hỗ trợ nhiệt tình, wifi mạnh, sẽ quay lại!",POS,2
"Tuyệt vời! lãng mạn, thích, 10 điểm!",POS,2
"Khá tệ, không đáng tiền.",NEG,0
"Cảnh xịn, chụp hình ấn tượng, thích lắm!",POS,2
"Giá đắt, bẩn, thất vọng!",NEG,0
"phục vụ chậm, xấu.",NEG,0
"Cũng xuất sắc, recommend.",POS,2
"Cảnh đỉnh, chụp hình xịn, thích lắm!",POS,2
"Cảnh ok, chụp hình lãng mạn, thích lắm!",POS,2
"Khá ok, không quá thơ mộng.",NEU,1
"đông quá, nhân viên cộc lốc, tồi!",NEG,0
"Tương đối ấn tượng, tạm chấp nhận.",NEU,1
Phòng sạch nhưng nhỏ,NEU,1
"Tuyệt vời! thơ mộng, ok, 10 điểm!",POS,2
"View đỉnh, phong cảnh thích, đáng đi lắm!",POS,2
Tạm được,NEU,1
"Khá ok, không quá mê.",NEU,1
"Dù chờ lâu, cảnh vẫn ổn.",NEU,1
"wifi mạnh, đẹp.",POS,2
Cơ sở vật chất hơi cũ,NEU,1
"View ổn, nhưng nhân viên cộc lốc.",NEU,1
"Cảnh đẹp, giá hợp lý, nhưng đông quá",NEU,1
"Cũng không thất vọng, ok.",NEU,1
"wc hôi, tồi, không recommend!",NEG,0
"chán, ồn ào.",NEG,0
"dịch vụ chuyên nghiệp, decor đẹp, sẽ quay lại!",POS,2
"Tuyệt vời! ấn tượng, ổn, 10 điểm!",POS,2
"chen chúc, nhân viên cộc lốc, chán!",NEG,0
tiện nghi đầy đủ nhưng mắc.,NEU,1
"View mê, phong cảnh xuất sắc, đáng đi lắm!",POS,2
"wc hôi, tồi, không recommend!",NEG,0
"Cảnh ổn, chụp hình tốt, thích lắm!",POS,2
Hơi đắt,NEU,1
decor đẹp nhưng cao.,NEU,1
"chen chúc, không nhiệt tình, tồi!",NEG,0
tiện nghi đầy đủ nhưng đắt.,NEU,1
phòng sạch sẽ nhưng không đáng tiền.,NEU,1
"Cũng thích, recommend.",POS,2
"Cũng xấu, không recommend.",NEG,0
"Khá đẹp, nhân viên vui vẻ.",POS,2
"Quá xấu, phục vụ chậm, phí tiền!",NEG,0
"Giá mắc, dở, thất vọng!",NEG,0
"Khá lãng mạn, nhân viên thân thiện.",POS,2
"nhân viên thân thiện, phòng rộng rãi, sẽ quay lại!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
"tiện nghi đầy đủ, tuyệt vời.",POS,2
"Khá ok, không quá thơ mộng.",NEU,1
"Giá đắt, tồi, thất vọng!",NEG,0
Tạm ổn,NEU,1
"Tuyệt vời! ấn tượng, ok, 10 điểm!",POS,2
"Cũng xấu, không recommend.",NEG,0
"Tạm ổn, bình thường.",NEU,1
"Dep lam, rat thich",POS,2
"Địa điểm đỉnh, dịch vụ chuyên nghiệp.",POS,2
"wifi mạnh, thích.",POS,2
"Tuyệt vời! ấn tượng, tuyệt vời, 10 điểm!",POS,2
"Địa điểm đẹp, hỗ trợ nhiệt tình, rất recommend!",POS,2
"chờ lâu, dịch vụ tệ, thất vọng!",NEG,0
"tiện nghi đầy đủ, lãng mạn.",POS,2
"View tốt, nhưng dịch vụ tệ.",NEU,1
"View ổn, phong cảnh mê, đáng đi lắm!",POS,2
decor đẹp nhưng mắc.,NEU,1
"Cảnh đẹp, giá hợp lý, nhưng đông quá",NEU,1
"hỗ trợ nhiệt tình, phòng rộng rãi, sẽ quay lại!",POS,2
"Cũng xuất sắc, recommend.",POS,2
"Hơi dở, còn lại ok.",NEU,1
"ồn ào, phục vụ chậm, thất vọng!",NEG,0
Không tệ,NEU,1
"decor đẹp, tốt.",POS,2
"dịch vụ chuyên nghiệp, nhưng chán.",NEU,1
"Cũng tồi, không recommend.",NEG,0
"Địa điểm ok, hỗ trợ nhiệt tình, rất recommend!",POS,2
"Tạm ổn, bình thường.",NEU,1
"dịch vụ chuyên nghiệp, phòng sạch sẽ, sẽ quay lại!",POS,2
"bẩn, chờ lâu.",NEG,0
"Cũng được, không có gì đặc biệt.",NEU,1
"Địa điểm hay, phục vụ tốt, rất recommend!",POS,2
"Cũng đỉnh, recommend.",POS,2
Khá ổn,NEU,1
"Tạm ổn, bình thường.",NEU,1
"Cũng kém, không recommend.",NEG,0
"đỉnh, chỉ hơi thất vọng thôi.",NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
"chán, chờ lâu.",NEG,0
"tệ, xếp hàng dài.",NEG,0
"Cũng bẩn, không recommend.",NEG,0
"Dù xếp hàng dài, cảnh vẫn xịn.",NEU,1
"Địa điểm ấn tượng, nhân viên vui vẻ, rất recommend!",POS,2
"ồn ào, phục vụ chậm, chán!",NEG,0
Tạm được,NEU,1
"Không bẩn lắm, cũng được.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"xấu, xếp hàng dài.",NEG,0
Đẹp nhưng đắt,NEU,1
"View thơ mộng, phong cảnh thích, đáng đi lắm!",POS,2
"dịch vụ tệ, dở.",NEG,0
"Tuyệt vời! thơ mộng, thơ mộng, 10 điểm!",POS,2
Đẹp nhưng đắt,NEU,1
"decor đẹp, tuyệt vời.",POS,2
"Cũng ấn tượng, recommend.",POS,2
"Khá xấu, không đáng tiền.",NEG,0
"Khá mê, dịch vụ chuyên nghiệp.",POS,2
"phục vụ chậm, xấu.",NEG,0
"đông quá, nhân viên thái độ kém, dở!",NEG,0
"wifi mạnh, ấn tượng.",POS,2
"Giá cao, tồi, thất vọng!",NEG,0
"Cũng không kém, ok.",NEU,1
"Khá ok, không quá đỉnh.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"View ổn, phong cảnh thích, đáng đi lắm!",POS,2
"Khá ok, không quá đỉnh.",NEU,1
"Mặc dù mắc, nhưng đẹp.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Khá lãng mạn, hỗ trợ nhiệt tình.",POS,2
"Cũng ấn tượng, recommend.",POS,2
"tệ, chờ lâu.",NEG,0
"View lãng mạn, đáng để ghé thăm.",POS,2
"Địa điểm tốt, phục vụ tốt.",POS,2
"dịch vụ chuyên nghiệp, phòng rộng rãi, sẽ quay lại!",POS,2
"rác nhiều, xấu, không recommend!",NEG,0
"Cũng thích, recommend.",POS,2
"Dịch vụ bẩn, không nhiệt tình, không bao giờ quay lại!",NEG,0
Tuy thất vọng nhưng ổn.,NEU,1
"Địa điểm ok, phục vụ tốt.",POS,2
"Khá ok, không quá đỉnh.",NEU,1
"Giá mắc, tồi, thất vọng!",NEG,0
"Cũng được, không có gì đặc biệt.",NEU,1
"Cũng xuất sắc, recommend.",POS,2
Không quá tệ,NEU,1
"Quá thất vọng, nhân viên thái độ kém, phí tiền!",NEG,0
"View ấn tượng, phong cảnh thích, đáng đi lắm!",POS,2
"Tuyệt vời! xuất sắc, đỉnh, 10 điểm!",POS,2
Không dở lắm,NEU,1
"Cũng được, không có gì đặc biệt.",NEU,1
"Giá mắc, xấu, thất vọng!",NEG,0
"Hơi chán, phục vụ chậm.",NEG,0
"Khá ok, không quá ấn tượng.",NEU,1
"View xuất sắc, phong cảnh mê, đáng đi lắm!",POS,2
"Tuyệt vời! tốt, đỉnh, 10 điểm!",POS,2
"Cảnh tốt, chụp hình đẹp, thích lắm!",POS,2
"Khá dở, không đáng tiền.",NEG,0
mê nhưng đông quá.,NEU,1
"Khá thất vọng, không đáng tiền.",NEG,0
"Dịch vụ thất vọng, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Không thất vọng lắm, cũng được.",NEU,1
"nhân viên cộc lốc, kém.",NEG,0
"View xịn, đáng để ghé thăm.",POS,2
"Cũng ổn, recommend.",POS,2
"Giá đắt, bẩn, thất vọng!",NEG,0
"nhân viên vui vẻ, nhưng thất vọng.",NEU,1
"Phòng sạch, view đẹp, chỉ hơi xa trung tâm",POS,2
"Cũng xuất sắc, recommend.",POS,2
"Cung dc, binh thuong",NEU,1
"Hơi kém, phục vụ chậm.",NEG,0
"Tạm ổn, bình thường.",NEU,1
"Quá thất vọng, nhân viên thái độ kém, phí tiền!",NEG,0
"Quá tệ, không nhiệt tình, phí tiền!",NEG,0
Không tệ,NEU,1
"Khá hay, dịch vụ chuyên nghiệp.",POS,2
"Giá hơi đắt, còn lại ok.",NEU,1
"phòng rộng rãi, xuất sắc.",POS,2
"Dịch vụ tồi, dịch vụ tệ, không bao giờ quay lại!",NEG,0
"không nhiệt tình, tệ.",NEG,0
"nhân viên cộc lốc, xấu.",NEG,0
"View đẹp, phong cảnh tuyệt vời, đáng đi lắm!",POS,2
"Địa điểm ổn, nhân viên vui vẻ.",POS,2
"dịch vụ tệ, dở.",NEG,0
"Khá tồi, không đáng tiền.",NEG,0
"Khá thích, nhân viên thân thiện.",POS,2
"Khá tệ, không đáng tiền.",NEG,0
"Khá ok, không quá hay.",NEU,1
"Địa điểm xuất sắc, nhân viên thân thiện, rất recommend!",POS,2
"Hơi ồn ào, nhưng chấp nhận được.",NEU,1
"Quá chán, nhân viên cộc lốc, phí tiền!",NEG,0
"Quá tệ, phục vụ chậm, phí tiền!",NEG,0
"Cũng thích, recommend.",POS,2
"Tạm ổn, bình thường.",NEU,1
"Cũng tệ, không recommend.",NEG,0
"Hơi bẩn, còn lại ok.",NEU,1
"Khá xấu, không đáng tiền.",NEG,0
"Khá xịn, dịch vụ chuyên nghiệp.",POS,2
"Cảnh đẹp, chụp hình thích, thích lắm!",POS,2
"Không kém lắm, cũng được.",NEU,1
"Cũng tốt, recommend.",POS,2
"decor đẹp, tuyệt vời.",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
"Địa điểm thích, phục vụ tốt, rất recommend!",POS,2
"Cũng tuyệt vời, recommend.",POS,2
"Te qua, ko bao gio quay lai",NEG,0
"dịch vụ tệ, dở.",NEG,0
"Hơi chờ lâu, nhưng chấp nhận được.",NEU,1
"wifi mạnh, thơ mộng.",POS,2
"Mặc dù chát, nhưng tốt.",NEU,1
"Quá tồi, nhân viên thái độ kém, phí tiền!",NEG,0
Cũng được,NEU,1
"mùi khó chịu, bẩn, không recommend!",NEG,0
"Tạm ổn, bình thường.",NEU,1
"tốt, chỉ hơi tồi thôi.",NEU,1
"Tương đối lãng mạn, tạm chấp nhận.",NEU,1
"Khá tệ, không đáng tiền.",NEG,0
"Hơi tệ, còn lại ok.",NEU,1
"Hơi chán, nhân viên cộc lốc.",NEG,0
"Khá tồi, không đáng tiền.",NEG,0
"Cũng chán, không recommend.",NEG,0
"Không quá thất vọng, tạm ổn.",NEU,1
"Khá xịn, phục vụ tốt.",POS,2
View đẹp nhưng xa,NEU,1
"Tuyệt vời! thơ mộng, lãng mạn, 10 điểm!",POS,2
"Không chán lắm, cũng được.",NEU,1
"Cũng xấu, không recommend.",NEG,0
"Dù xếp hàng dài, cảnh vẫn đẹp.",NEU,1
"Khá tốt, phục vụ tốt.",POS,2
"Quá xấu, nhân viên cộc lốc, phí tiền!",NEG,0
Hơi đông,NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
"Cảnh thơ mộng, chụp hình ấn tượng, thích lắm!",POS,2
"dịch vụ chuyên nghiệp, nhưng thất vọng.",NEU,1
"Cảnh thích, chụp hình tuyệt vời, thích lắm!",POS,2
"Khá mê, nhân viên vui vẻ.",POS,2
"dịch vụ tệ, bẩn.",NEG,0
"Mặc dù không đáng tiền, nhưng mê.",NEU,1
"nhân viên cộc lốc, kém.",NEG,0
"mùi khó chịu, tệ, không recommend!",NEG,0
"Khá xịn, dịch vụ chuyên nghiệp.",POS,2
"Địa điểm đẹp, dịch vụ chuyên nghiệp, rất recommend!",POS,2
"Quá thất vọng, nhân viên thái độ kém, phí tiền!",NEG,0
"Khá dở, không đáng tiền.",NEG,0
"Cũng dở, không recommend.",NEG,0
"View thơ mộng, đáng để ghé thăm.",POS,2
"Mặc dù không đáng tiền, nhưng đỉnh.",NEU,1
"Cũng chán, không recommend.",NEG,0
decor đẹp nhưng cao.,NEU,1
"Hơi xấu, nhân viên cộc lốc.",NEG,0
"Hơi chờ lâu, nhưng chấp nhận được.",NEU,1
"Tuyệt vời! mê, tốt, 10 điểm!",POS,2
Cũng được,NEU,1
"Cũng xuất sắc, recommend.",POS,2
"Quá xấu, nhân viên thái độ kém, phí tiền!",NEG,0
"Khá thích, hỗ trợ nhiệt tình.",POS,2
"Mặc dù đắt, nhưng ấn tượng.",NEU,1
"ồn ào, nhân viên cộc lốc, chán!",NEG,0
"nhân viên thái độ kém, thất vọng.",NEG,0
"Địa điểm xuất sắc, nhân viên thân thiện.",POS,2
"mê, chỉ hơi tồi thôi.",NEU,1
"Tuyệt vời! đẹp, thơ mộng, 10 điểm!",POS,2
"Địa điểm tốt, phục vụ tốt, rất recommend!",POS,2
"Giá đắt, tồi, thất vọng!",NEG,0
"Giá cao, xấu, thất vọng!",NEG,0
"Cũng được, không có gì đặc biệt.",NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
Tuy tồi nhưng mê.,NEU,1
"View tuyệt vời, đáng để ghé thăm.",POS,2
"Tạm ổn, bình thường.",NEU,1
"Hơi xếp hàng dài, nhưng chấp nhận được.",NEU,1
"Địa điểm ấn tượng, hỗ trợ nhiệt tình, rất recommend!",POS,2
"Cảnh ấn tượng, chụp hình xuất sắc, thích lắm!",POS,2
"Hơi dở, còn lại ok.",NEU,1
"Cảnh mê, chụp hình ấn tượng, thích lắm!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
Không hay,NEG,0
"Dịch vụ kém, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Giá không đáng tiền, bẩn, thất vọng!",NEG,0
"Quá chán, dịch vụ tệ, phí tiền!",NEG,0
"Hơi xếp hàng dài, nhưng chấp nhận được.",NEU,1
"Tuyệt vời! tốt, thích, 10 điểm!",POS,2
"ồn ào, phục vụ chậm, bẩn!",NEG,0
"Khá hay, phục vụ tốt.",POS,2
"xấu, ồn ào.",NEG,0
"Tạm ổn, bình thường.",NEU,1
"Tuyệt vời! xịn, tuyệt vời, 10 điểm!",POS,2
"Khá xấu, không đáng tiền.",NEG,0
"View đẹp, phong cảnh thích, đáng đi lắm!",POS,2
"Cũng ổn, recommend.",POS,2
"Cũng không tệ, ok.",NEU,1
"Cảnh thơ mộng, chụp hình thích, thích lắm!",POS,2
"Cũng xịn, recommend.",POS,2
"nhân viên vui vẻ, nhưng thất vọng.",NEU,1
"Dịch vụ kém, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Cũng thất vọng, không recommend.",NEG,0
"ồn ào, dịch vụ tệ, dở!",NEG,0
"Cũng không dở, ok.",NEU,1
"Cảnh đẹp, giá hợp lý, nhưng đông quá",NEU,1
"chán, chen chúc.",NEG,0
"nhân viên cộc lốc, dở.",NEG,0
"View thơ mộng, nhưng nhân viên cộc lốc.",NEU,1
"xấu, xếp hàng dài.",NEG,0
"nhân viên vui vẻ, nhưng xấu.",NEU,1
"Cũng tuyệt vời, recommend.",POS,2
"Tuyệt vời! đẹp, ok, 10 điểm!",POS,2
"Khá ok, không quá xịn.",NEU,1
Không hề tệ,POS,2
"View ấn tượng, đáng để ghé thăm.",POS,2
"Cũng dở, không recommend.",NEG,0
"Dịch vụ tệ, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"phục vụ chậm, tệ.",NEG,0
"Cũng bẩn, không recommend.",NEG,0
"Địa điểm đỉnh, dịch vụ chuyên nghiệp, rất recommend!",POS,2
Không tệ,NEU,1
"Hơi ồn ào, nhưng chấp nhận được.",NEU,1
"View thơ mộng, phong cảnh xịn, đáng đi lắm!",POS,2
"Địa điểm đỉnh, phục vụ tốt.",POS,2
"Cũng tốt, recommend.",POS,2
"View đẹp, nhưng nhân viên cộc lốc.",NEU,1
"Xin xo, dinh cao",POS,2
"phòng rộng rãi, ok.",POS,2
"Quá xấu, nhân viên cộc lốc, phí tiền!",NEG,0
"wc hôi, dở, không recommend!",NEG,0
Giá đắt nhưng đáng tiền,POS,2
"Giá cao, thất vọng, thất vọng!",NEG,0
"Khá ok, nhân viên thân thiện.",POS,2
"Cũng chán, không recommend.",NEG,0
"không nhiệt tình, thất vọng.",NEG,0
"Quá kém, dịch vụ tệ, phí tiền!",NEG,0
"View thơ mộng, phong cảnh tốt, đáng đi lắm!",POS,2
"Mặc dù chát, nhưng đỉnh.",NEU,1
"Khá xấu, không đáng tiền.",NEG,0
"Quá chán, dịch vụ tệ, phí tiền!",NEG,0
"Cũng không thất vọng, ok.",NEU,1
"Hơi xấu, nhân viên thái độ kém.",NEG,0
Cũng không tệ,NEU,1
"Giá không đáng tiền, tệ, thất vọng!",NEG,0
View đẹp nhưng xa,NEU,1
"Hơi tồi, còn lại ok.",NEU,1
Khá ổn,NEU,1
"View hay, phong cảnh thích, đáng đi lắm!",POS,2
"phục vụ tốt, nhưng dở.",NEU,1
"mùi khó chịu, tệ, không recommend!",NEG,0
"Giá mắc, kém, thất vọng!",NEG,0
"Dịch vụ kém, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Khá thất vọng, không đáng tiền.",NEG,0
Giá hơi cao,NEU,1
Tuy dở nhưng hay.,NEU,1
"Khá xịn, hỗ trợ nhiệt tình.",POS,2
Không đẹp,NEG,0
"Giá cao, tệ, thất vọng!",NEG,0
"Tuyệt vời! thích, xịn, 10 điểm!",POS,2
"Te qua, ko bao gio quay lai",NEG,0
"Quá tồi, phục vụ chậm, phí tiền!",NEG,0
"Cảnh lãng mạn, chụp hình thích, thích lắm!",POS,2
"Khá bẩn, không đáng tiền.",NEG,0
Giá đắt nhưng đáng tiền,POS,2
Không hay,NEG,0
"Không chán lắm, cũng được.",NEU,1
"bẩn quá, kém, không recommend!",NEG,0
"Địa điểm lãng mạn, dịch vụ chuyên nghiệp.",POS,2
"Khá ok, không quá ấn tượng.",NEU,1
"Hơi bẩn, nhân viên cộc lốc.",NEG,0
Rẻ nhưng dở,NEU,1
"mùi khó chịu, thất vọng, không recommend!",NEG,0
"Khá ấn tượng, dịch vụ chuyên nghiệp.",POS,2
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Dịch vụ tệ, nhưng cảnh đẹp bù lại",NEU,1
"Không quá bẩn, tạm ổn.",NEU,1
"xếp hàng dài, phục vụ chậm, bẩn!",NEG,0
"dịch vụ chuyên nghiệp, nhưng chán.",NEU,1
"wc hôi, dở, không recommend!",NEG,0
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Cũng tốt, recommend.",POS,2
Không tốt lắm,NEG,0
"Không quá tồi, tạm ổn.",NEU,1
"Dịch vụ tệ, nhưng cảnh đẹp bù lại",NEU,1
"dịch vụ chuyên nghiệp, phòng rộng rãi, sẽ quay lại!",POS,2
"Te qua, ko bao gio quay lai",NEG,0
"Cảnh tốt, chụp hình lãng mạn, thích lắm!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
Bình thường,NEU,1
"Dịch vụ tồi, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Giá hơi mắc, còn lại ok.",NEU,1
"đông quá, dịch vụ tệ, thất vọng!",NEG,0
Khá ổn,NEU,1
Không tốt lắm,NEG,0
"Cũng đẹp, recommend.",POS,2
Hơi đông,NEU,1
"bẩn quá, tệ, không recommend!",NEG,0
"Cũng được, không có gì đặc biệt.",NEU,1
"nhân viên vui vẻ, nhưng kém.",NEU,1
Ok thôi,NEU,1
"wifi mạnh, ấn tượng.",POS,2
"Cũng tuyệt vời, recommend.",POS,2
"View lãng mạn, đáng để ghé thăm.",POS,2
"Khá tệ, không đáng tiền.",NEG,0
"Khá ấn tượng, phục vụ tốt.",POS,2
"Cũng chán, không recommend.",NEG,0
phòng rộng rãi nhưng mắc.,NEU,1
Không đẹp,NEG,0
"Dịch vụ tồi, dịch vụ tệ, không bao giờ quay lại!",NEG,0
"Khá chán, không đáng tiền.",NEG,0
"Quá xấu, dịch vụ tệ, phí tiền!",NEG,0
"chờ lâu, nhân viên thái độ kém, thất vọng!",NEG,0
Cảnh mê nhưng thất vọng.,NEU,1
"Không quá dở, tạm ổn.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Địa điểm tốt, phục vụ tốt.",POS,2
"Hơi xấu, nhân viên thái độ kém.",NEG,0
"Cũng xuất sắc, recommend.",POS,2
"Quá kém, nhân viên cộc lốc, phí tiền!",NEG,0
"Giá hơi không đáng tiền, còn lại ok.",NEU,1
"Dịch vụ dở, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Giá cao, bẩn, thất vọng!",NEG,0
"Hơi tồi, không nhiệt tình.",NEG,0
"Cảnh ok, chụp hình ok, thích lắm!",POS,2
"Cảnh thích, chụp hình đẹp, thích lắm!",POS,2
Cũng không tệ,NEU,1
"Tuyệt vời! ok, xịn, 10 điểm!",POS,2
"Khá mê, dịch vụ chuyên nghiệp.",POS,2
"chán, chờ lâu.",NEG,0
"xấu, chờ lâu.",NEG,0
"Cũng tồi, không recommend.",NEG,0
Cơ sở vật chất hơi cũ,NEU,1
"Địa điểm thơ mộng, phục vụ tốt, rất recommend!",POS,2
"Hơi xếp hàng dài, nhưng chấp nhận được.",NEU,1
"Khá tuyệt vời, nhân viên vui vẻ.",POS,2
"Địa điểm tốt, nhân viên thân thiện, rất recommend!",POS,2
"View lãng mạn, đáng để ghé thăm.",POS,2
"chờ lâu, nhân viên cộc lốc, tệ!",NEG,0
"lãng mạn, chỉ hơi xấu thôi.",NEU,1
"dở, xếp hàng dài.",NEG,0
"nhân viên thân thiện, nhưng thất vọng.",NEU,1
"phục vụ tốt, nhưng kém.",NEU,1
"chán, đông quá.",NEG,0
"Hơi kém, dịch vụ tệ.",NEG,0
"Khá ok, không quá đẹp.",NEU,1
"Khá tệ, không đáng tiền.",NEG,0
"Không thất vọng lắm, cũng được.",NEU,1
"Khá dở, không đáng tiền.",NEG,0
"View ấn tượng, đáng để ghé thăm.",POS,2
"Khá xấu, không đáng tiền.",NEG,0
"Hơi chán, nhân viên cộc lốc.",NEG,0
"View mê, đáng để ghé thăm.",POS,2
"Dịch vụ kém, phục vụ chậm, không bao giờ quay lại!",NEG,0
"Địa điểm xuất sắc, hỗ trợ nhiệt tình.",POS,2
"Cũng xuất sắc, recommend.",POS,2
"chen chúc, phục vụ chậm, chán!",NEG,0
"View xuất sắc, đáng để ghé thăm.",POS,2
"Khá đỉnh, phục vụ tốt.",POS,2
"Dịch vụ xấu, dịch vụ tệ, không bao giờ quay lại!",NEG,0
"Cảnh thơ mộng, chụp hình lãng mạn, thích lắm!",POS,2
